text,true_label,chatgpt_prediction
"ਇਸੇ ਦੌਰਾਨ ਬਨਾਰਸ ਦੇ ਕ੍ਰਾਂਤੀਕਾਰੀ, ਸ਼ਿਵ ਵਰਮਾ ਨੇ ਉਸ ਨਾਲ ਸੰਪਰਕ ਕੀਤਾ ਅਤੇ ਉਸ ਨੂੰ ਕ੍ਰਾਂਤੀਕਾਰੀਆਂ ਵਿੱਚ ਸ਼ਾਮਿਲ ਹੋਣ ਲਈ ਪ੍ਰੇਰਿਆ। ਰਾਜਗੁਰੂ ਬਹੁਤ ਖ਼ੁਸ਼ ਹੋਇਆ। ਉਹ ਦੇਸ਼ ਲਈ ਕੁਝ ਕਰਨਾ ਚਾਹੁੰਦਾ ਸੀ। ਉਸ ਨੇ ਗ਼ਰੀਬੀ ਵੇਖੀ ਸੀ, ਭੁੱਖ ਨੂੰ ਸਹਿਣ ਕੀਤਾ ਸੀ। ਉਹ ਇਹ ਵੀ ਜਾਣਦਾ ਸੀ ਕਿ ਦੇਸ਼ ਦੀ ਇਸ ਭੈੜੀ ਹਾਲਤ ਦਾ ਕਾਰਨ ਅੰਗਰੇਜ਼ਾਂ ਵੱਲੋਂ ਭਾਰਤ ਨੂੰ ਲੁੱਟ ਕੇ ਆਪਣਾ ਘਰ ਭਰਨਾ ਹੈ। ਉਹ ਕ੍ਰਾਂਤੀਕਾਰੀ ਦਲ ਵਿੱਚ ਸ਼ਾਮਲ ਹੋ ਗਿਆ ਤੇ ਜਲਦੀ ਹੀ ਲਾਹੌਰ ਪੁੱਜ ਗਿਆ। ਉੱਥੇ ਉਹ ਭਗਤ ਸਿੰਘ ਦਾ ਸਾਥੀ, ਪ੍ਰਸ਼ੰਸਕ ਤੇ ਦੋਸਤ ਹੋ ਗਿਆ। ਉਸ ਵਿੱਚ ਸ਼ੌਕ-ਏ-ਸ਼ਹਾਦਤ ਦਾ ਅਥਾਹ ਜਜ਼ਬਾ ਸੀ। ਉਹ ਹਰ ਸਮੇਂ, ਹਰ ਗੱਲ ਵਿੱਚ ਆਪਣਾ ਮੁਕਾਬਲਾ ਭਗਤ ਸਿੰਘ ਨਾਲ ਕਰਦਾ ਸੀ। ਉਹ ਚਾਹੁੰਦਾ ਸੀ ਕਿ ਦੇਸ਼ ਹਿੱਤ ਕੁਰਬਾਨ ਹੋਣ ਵਿੱਚ ਜੇ ਉਹ ਭਗਤ ਸਿੰਘ ਤੋਂ ਅੱਗੇ ਨਹੀਂ ਹੋ ਸਕਦਾ ਤਾਂ ਉਸ ਤੋਂ ਕਿਸੇ ਵੀ ਹਾਲਤ ਵਿੱਚ ਪਿੱਛੇ ਨਾ ਰਹੇ। ਜੋ ਕੰਮ ਭਗਤ ਸਿੰਘ ਕਰਦਾ ਸੀ, ਓਹੀ ਰਾਜਗੁਰੂ ਕਰਨਾ ਲੋਚਦਾ ਸੀ।",pan,pan
"Vlajka obce pozostáva: Z piatich pozdĺžnych pruhov vo farbách zelenej (1/7), bielej (1/7), zelenej (3/7), bielej (1/7) a zelenej (1/7). Vlajka má pomer strán 2:3 a ukončená je tromi cípmi t. j. dvomi zástrihmi, siahajúcimi do tretiny listu.",slk,slk
"Adamzat jemgyýeti XXI asyryň bosagasynda. Üçünji müňýyllygyň bosagasynda adamzat öz ösüşinde çözülmesi gaýragoýulmasyz bolan dürli meseleleriň toplumy bilen garşylaşdy. Ýadro ýaragy sebäpli öz-özüni ýok etmek howpunyň azalandygyna garamazdan, entek dünýäniň 5 döwletinde ABŞ-da, Russiýada, Beýik Britaniýada, Fransiýada, Hytaýda, bu elhenç ýarag saklanyp galýar.",tuk,tuk
어떤 중생은 몸으로 나쁜 행동을 하고 입으로 나쁜 말을 하며 마음으로 나쁜 생각을 해 몸이 무너지고 목숨이 끝나면 지옥[泥梨]에 떨어진다. 이 후식(後識: 죽기 전의 意識)은 멸하고 지옥의 초식(初識: 죽은 후의 의식)이 생기며 인식작용[識]으로 말미암아 이름과 색[名色]이 있고 이름과 색[名色]으로 말미암아 여섯 감각기관[六根: 눈ㆍ귀ㆍ코ㆍ혀ㆍ몸ㆍ의근]이 있게 된다.,kor,kor
"Ining artikulu atin yang dakeng mekopia king Encyclopædia Britannica Eleventh Edition article ""Johannes Friedrich August Von Esmarch"", metung a kasulatan a makapaintulut na king malda.",pam,pam
"Didirisiwa tse dingwe di akaretsa segaba le setinkane. Segaba se tshwana thata le violin, ka go dirwa, mme se dirisa leseka le le lengwe le le hakisitsweng mo sebagabikeng. Fa setinkane sone se dirwa ka ditshipi tse difarologanyeng tse di se phaphathi mme di tshamekiwa jaaka keyboard.",tsn,nso
"*४०) भिम सिंह , भिम सिंह को अपुताली भयो भने कृति सिंहकि कान्छी रानीबाट का निगाली वाला भए । रंजित , गंगजित, दलजित, जमान सिंह, जंग बिर , धर्म सिंह , कृतिभान, लक्ष्मन राम सिंह , नरसिंह ,ताप सिंह ,पदम सिंह, तारा सिंह , बहादुर , हरिलाल , रैभान, खडक बहादुर यस कत्युरी वंशजका ठकुरी रजवारहरू बर्तमानमा बम (थर),बम रजवार, बोगटी रजवार थर लेख्छन् । ठकुरी भनेर चिनिन्छन । डोटी र कैलालीका बहुत ठाउं गाउँ मी बस्ताहन ।",dty,nep
"Ing taun 1988, ana gelombang dhémonstrasi gedhèn sing nentang pamaréntahan junta militèr. Gelombang dhémonstrasi iki dipungkasi kanthi tindak kakerasan déning tentara marang para demonstran. Luwih saka 3000 jiwa kaprejaya.",jav,jav
"Hie gouf Member vun der Partei UDR (Union pour la défense de la République), déi sech méi spéit an RPR (Rassemblement pour la République) ëmbenannt huet. Während senger politescher Carrière war hie vun 1983 bis 1997 Buergermeeschter vun Épinal. Ënner dem Premierminister Jacques Chirac war e vun 1986 bis 1988 Minister fir Soziales an Aarbecht a vun 1993 bis 1997 President vun der Assemblée nationale. Vun 1997 bis 1999 war de Philippe Séguin President vum RPR. 2001 gouf den RPR an UMP ëmgedeeft an ideologesch méi ""op"" gemaach. Well de Séguin dës Ännerungen net guttgeheescht huet, ass hien net Member vun der UMP ginn. Bannent senger Partei huet hie virdrun enger europaskeptescher Fraktioun ugehéiert, déi ë. a. géint den Traité vu Maastricht war. Hie war zulescht President vun der franséischer Cour des comptes.",ltz,ltz
"Pa empresarionan ku ta importá merkansia tin un areglo eksepshonal. Merkansia ta produktonan ku ta destiná pa wòrdu bendé. E areglo yama derechi di deskuento: e OB ku e empresario paga serka Duana na importashon por wòrdu deskontá for di OB ku e empresario tin transferí ku e la haña dor di benta di produkto na kliente. Pa hasi uso di e derechi aki, e empresario mester pidi un disposishon serka Inspekshon di Impuesto.",pap,pap
"Wie mouden nu ieuwen mäd uus eene Moune toufree weese. Näimoune, eerste Fjoodendeel, Fulmoune un lääste Fjoodendeel; dät rakt Ouwikselenge genouch. Do Amerikoaner baale fon dunkele un ljoachte Moune.",stq,nds
"Може се користити, но цена уређаја је за наше услове још увек превисока, те треба нагласити да тренутно на тржишту и нема комерцијалнно произведених уређаја ове врсте. .",srp,srp
"2004 джылны 24 декабрында Кърал Дума, РФ-ни Урунуу кодексине Россияны байрам орузламасын ауушдургъан тюрлениулени къабыл этгенди. 2005 джылдан 12 декабрь, Россияда бош кюн тюлдю, 12 декабрда Конституцияны кюню уа Россияны эсгериу даталарыны санына киргенди.",krc,kbd
"Hans Leo Haßler von Roseneck (uk: Hassler oder Hasler'; deept ap dän 26. Oktober 1564 in Nürnbierich; stuurwen ap dän 8. Juni 1612 in Frankfurt (Main)) waas aan düütsken Komponist, Klokken- un Musikautomoaten-Moaker in ju Uurgongstied twiske Renaissance un dän äddere Barock. Uurspröängelk hiet hie bloot Hans Leo Haßler, man in 1595 wude hie touhoope mäd twäin Bruure oadeld un hiet fon 1604 dan uk ""von Roseneck"".",stq,nds
เนื่องจากเขาไม่ได้กำลังสังกัดอยู่กับพรรคการเมืองใด ปูตินได้ให้สัญญาที่จะสนับสนุนพรรคเอกภาพ ซึ่งเป็นพรรคการเมืองที่พึ่งตั้งขึ้นใหม่และครองสัดส่วนเป็นอันดับสองของคะแนนเสียงผู้มีสิทธิเลือกตั้ง (23.3%) ในเดือนธันวาคม 1999 และจะตอบแทนปูตินในสภาเป็นการต่างตอบแทน,tha,tha
"Poder soberano o soberanía: cuauhtic-hueliticayotl o Yacahueliticayotl o Cua-hueliticayotl(etimología prestada del alemán, idioma aglutinante que me ahorra todo lo relativo a etimologias) o Alto Poder. Soberano (que no debe derivar de rey, ni de estado, ni de pueblo, por más que hoy el pueblo tenga la soberanía):cuauhtic-huelitini o Yacahuelitini. U otras expresiones más autorizadas que expresen lo mismo mejor; o sinónimos que coexistan con estos términos. En España la Constitución dice que la soberanía de la nación reside en el pueblo, lo que da idea de la complejidad de identificar al titular de la soberanía.",nci,spa
"Η διακοπή των διπλωματικών σχέσεων επέρχεται συνήθως με διάβημα προς το Υπουργείο Εξωτερικών υπό του αρχηγού της Πρεσβείας, εν ονόματι του κράτους του από το οποίο και λαμβάνει την εντολή της πράξης αυτής οπότε και ζητεί τη θεώρηση των διπλωματικών του διαβατηρίων και εγκαταλείπει το ταχύτερο το κράτος στο οποίο έχει διαπιστευτεί. Διακοπή επίσης μπορεί να γίνει και από το Υπουργείο Εξωτερικών, ομοίως με διάβημα, που κοινοποιεί απ΄ ευθείας στον Αρχηγό της πρεσβείας ενάντιου κράτους, ταυτόχρονα με την ανάκληση της διπλωματικής αντιπροσωπείας στο έτερο κράτος.",ell,ell
"Each flower has highly elastic petals that flip backward, releasing springy filaments that are cocked underneath the petals. The filaments snap upward flinging pollen out of containers hinged to the filaments. This motion takes place in less than half a millisecond and the pollen experiences two to three thousand times the force of gravity. The Bunchberry has one of the fastest plant actions found so far requiring a camera capable of shooting 10,000 frames per second to catch the action.",eng,eng
"Pillchaka jisk'a t'aqa suyuxa (kastilla aru: Distrito de Pilchaca). Piruwna mä jisk'a t'aqa suyuwa, Wankawillka jach'a suyu, Wankawillka jisk'a suyu.",aym,que
"Windows NT Windows NT бол Майкрософтийн үйлдвэрлсэн үйлдлийн системийн нэг төрөл юм. 1993 оны 7 сард анхны хувилбар гаргасан ба ганцхан процессорт суурилсан, олон үйлдлийг зэрэг гүйцэтгэх чадвартай. Windows NT анхны хувилбар нь Windows 3.1 ба ажлын компьютер болон серверүүдэд зориулж үйлдвэрлэж байсан. Энэ нь MS-DOS дээр суурилсан байна.Windows 3.1 ээр дамжуулан Windows 1.0 гэх мэт хэрэглээний олон хувилбар гарсан.",mon,mon
"Сяржук Аляксандраў, Галіна Мыцык. Гавары са мной па-беларуску. Базавы курс беларускае мовы // Беларуская Палічка, 31 сакавіка 2003 г. Праверана 6 траўня 2013 г.",be-tarask,bel
"Tī Sainte-Foy-la-Longue ê sì-ûi ū Saint-Laurent-du-Bois, Casseuil, Caudrot, Morizès, Saint-André-du-Bois, Saint-Laurent-du-Plan, Saint-Martial, kap Saint-Martin-de-Sescas téng siâⁿ-chhī he̍k-chiá chng-siā.",nan,nan
"Медводдза кадас кӧ кага олӧмын медыджыд ин босьтӧ потандорса поэзия (потандорса сьыланкывъяс да бӧрдӧдчанкывъяс), то водзӧсӧ на пыдди челядьлы коланаӧсь произведениеяс, кодъясӧс пыртӧны ворсӧмкӧд йитчытӧм фольклорӧ. Ворсӧмкӧд йитчытӧм фольклорӧ пырӧны: лелькуйтчан поэзия – тешъяс, лелькуйтчанкывъяс, чуксасянкывъяс; челядь сьыланкывъяс – вӧр-ва дорӧ шыӧдчанкывъяс, пемӧсъяс дорӧ шыӧдчанкывъяс, вӧр-ва да пемӧс шыяс петкӧдлан сьыланкывъяс, прибауткаяс; челядь мойдъяс – проза мойдкывъяс, мойдкыв сюжета прибауткаяс, сьыланкывъяс-мойдкывъяс.",kom,rus
"5 iulie: Alegătorii greci resping prin referendum cu 61,3%, cea mai recentă propunere de austeritate a Uniunii Europene, Fondul Monetar Internațional și Banca Centrală Europeană.",ron,ron
"Entre els arguments en contra, es troba els que pronuncia un Gregorio Martín, catedràtic de Computació i Inteligència Artificial de la Universitat de València, que diu que el projecte soles beneficia a les constructores del grup de pressió Ferrmed, considera que Algeciras no requereix d'una via ferroviària perquè la seua potència econòmica es dóna principalment per port marítim i la competició que suposaria contra els ports del Nord d'Europa implicaria que el Corredor Mediterrani eixiria perdent.",cat,cat
